물건번호,매각물건명세서URL,물건용도,감정평가액,물건비고,물건상태,매각기일,사건번호,유찰횟수,이미지URL,매각기일 1차,매각결정기일 1차,매각기일 2차,매각결정기일 2차,매각기일 3차,매각결정기일 3차,매각기일 4차,매각결정기일 4차
1,CL45OT5882UD15VLKSHOLQGT_1736888503.pdf,다세대주택,"317,000,000",일괄매각,매각공고,2025-05-07 10:00,2024타경118895,3,,2025-01-22 10:00,2025-01-22 11:00,2025-02-26 10:00,2025-02-26 11:00,2025-04-02 10:00,2025-04-02 11:00,2025-05-07 10:00,2025-05-14 11:00
